artifact_type,artifact,technical_description,semantic_candidate_description,validation_status,review_question,evidence_ids,owner_domain,sensitivity
COLUMN,ages_tipos_observaciones_tramites.id,Column ages_tipos_observaciones_tramites.id declared as bigint UNSIGNED,"En `ages_tipos_observaciones_tramites`, campo obligatorio del dominio ages. Identificador tecnico o referencia a otra entidad; si apunta a otra tabla funciona como clave de relacion funcional. Se interpreta dentro de: tipos/clasificadores que parametrizan reglas o pantallas, observaciones, comentarios o motivos de revision, observacion, comentario o motivo de revision. Actua como clave primaria del registro. Tipo fisico: bigint UNSIGNED.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_tipos_observaciones_tramites.id`.","[""DB-COLUMN-222707B2F1CF0F""]",ages,BUSINESS_DATA
COLUMN,ages_tipos_observaciones_tramites.observacion,Column ages_tipos_observaciones_tramites.observacion declared as varchar(191) CHARACTER SET utf8mb4,"En `ages_tipos_observaciones_tramites`, campo obligatorio del dominio ages. Identificador fiscal o personal usado para reconocimiento legal/tributario. Se interpreta dentro de: tipos/clasificadores que parametrizan reglas o pantallas, observaciones, comentarios o motivos de revision, observacion, comentario o motivo de revision. Tipo fisico: varchar(191) CHARACTER SET utf8mb4.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_tipos_observaciones_tramites.observacion`.","[""DB-COLUMN-6E8389D3742617""]",ages,PERSONAL_OR_CONTACT_DATA
COLUMN,ages_tipos_observaciones_tramites.estado,Column ages_tipos_observaciones_tramites.estado declared as tinyint,"En `ages_tipos_observaciones_tramites`, campo obligatorio del dominio ages. Estado o bandera que controla si el registro esta activo, visible o en una fase concreta del proceso. Se interpreta dentro de: tipos/clasificadores que parametrizan reglas o pantallas, observaciones, comentarios o motivos de revision, observacion, comentario o motivo de revision. Tipo fisico: tinyint.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_tipos_observaciones_tramites.estado`.","[""DB-COLUMN-E29C2536585369""]",ages,BUSINESS_DATA
COLUMN,ages_tipos_observaciones_tramites.created_by,Column ages_tipos_observaciones_tramites.created_by declared as bigint UNSIGNED,"En `ages_tipos_observaciones_tramites`, campo obligatorio del dominio ages. Usuario que creo el registro; campo de auditoria y responsabilidad. Se interpreta dentro de: tipos/clasificadores que parametrizan reglas o pantallas, observaciones, comentarios o motivos de revision, observacion, comentario o motivo de revision. Tipo fisico: bigint UNSIGNED.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_tipos_observaciones_tramites.created_by`.","[""DB-COLUMN-BA76222BE5ED3F""]",ages,BUSINESS_DATA
COLUMN,ages_tipos_observaciones_tramites.created_at,Column ages_tipos_observaciones_tramites.created_at declared as timestamp,"En `ages_tipos_observaciones_tramites`, campo opcional o nullable del dominio ages. Fecha/hora de creacion del registro, util para auditoria y reconstruccion de ciclo de vida. Se interpreta dentro de: tipos/clasificadores que parametrizan reglas o pantallas, observaciones, comentarios o motivos de revision, observacion, comentario o motivo de revision. Tipo fisico: timestamp.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_tipos_observaciones_tramites.created_at`.","[""DB-COLUMN-CA47CA0C8AC814""]",ages,BUSINESS_DATA
COLUMN,ages_tipos_observaciones_tramites.updated_at,Column ages_tipos_observaciones_tramites.updated_at declared as timestamp,"En `ages_tipos_observaciones_tramites`, campo opcional o nullable del dominio ages. Fecha/hora de ultima modificacion, util para auditoria y control de cambios. Se interpreta dentro de: tipos/clasificadores que parametrizan reglas o pantallas, observaciones, comentarios o motivos de revision, observacion, comentario o motivo de revision. Tipo fisico: timestamp.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_tipos_observaciones_tramites.updated_at`.","[""DB-COLUMN-A07AD2A57258D5""]",ages,BUSINESS_DATA
COLUMN,ages_tipos_observaciones_tramites.deleted_at,Column ages_tipos_observaciones_tramites.deleted_at declared as timestamp,"En `ages_tipos_observaciones_tramites`, campo opcional o nullable del dominio ages. Marca de borrado logico; indica que el registro puede permanecer historicamente aunque no este activo. Se interpreta dentro de: tipos/clasificadores que parametrizan reglas o pantallas, observaciones, comentarios o motivos de revision, observacion, comentario o motivo de revision. Tipo fisico: timestamp.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_tipos_observaciones_tramites.deleted_at`.","[""DB-COLUMN-448534988D6AD9""]",ages,BUSINESS_DATA
COLUMN,ages_valoracion_costo_parametros.id,Column ages_valoracion_costo_parametros.id declared as bigint UNSIGNED,"En `ages_valoracion_costo_parametros`, campo obligatorio del dominio ages. Identificador tecnico o referencia a otra entidad; si apunta a otra tabla funciona como clave de relacion funcional. Se interpreta dentro de: costo, gasto o valor economico asociado a la operacion, parametros configurables usados por reglas de negocio, parametro configurable usado por reglas de negocio. Actua como clave primaria del registro. Tipo fisico: bigint UNSIGNED.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_valoracion_costo_parametros.id`.","[""DB-COLUMN-0EA37B170DDF9C""]",ages,BUSINESS_DATA
COLUMN,ages_valoracion_costo_parametros.valoracion_costo_id,Column ages_valoracion_costo_parametros.valoracion_costo_id declared as bigint UNSIGNED,"En `ages_valoracion_costo_parametros`, campo obligatorio del dominio ages. Valor monetario o numerico usado en calculos, costos, conciliaciones, liquidaciones o reportes. Se interpreta dentro de: costo, gasto o valor economico asociado a la operacion, parametros configurables usados por reglas de negocio, parametro configurable usado por reglas de negocio. Tipo fisico: bigint UNSIGNED.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_valoracion_costo_parametros.valoracion_costo_id`.","[""DB-COLUMN-3365D0B0AC8A65""]",ages,PERSONAL_OR_CONTACT_DATA
COLUMN,ages_valoracion_costo_parametros.parametro_minimo,Column ages_valoracion_costo_parametros.parametro_minimo declared as int,"En `ages_valoracion_costo_parametros`, campo opcional o nullable del dominio ages. Campo de negocio relacionado con parametro configurable usado por reglas de negocio. Se interpreta dentro de: costo, gasto o valor economico asociado a la operacion, parametros configurables usados por reglas de negocio, parametro configurable usado por reglas de negocio. Tipo fisico: int.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_valoracion_costo_parametros.parametro_minimo`.","[""DB-COLUMN-742B7C4F7D15F1""]",ages,BUSINESS_DATA
COLUMN,ages_valoracion_costo_parametros.parametro_maximo,Column ages_valoracion_costo_parametros.parametro_maximo declared as int,"En `ages_valoracion_costo_parametros`, campo opcional o nullable del dominio ages. Campo de negocio relacionado con parametro configurable usado por reglas de negocio. Se interpreta dentro de: costo, gasto o valor economico asociado a la operacion, parametros configurables usados por reglas de negocio, parametro configurable usado por reglas de negocio. Tipo fisico: int.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_valoracion_costo_parametros.parametro_maximo`.","[""DB-COLUMN-97BABD68F16C4C""]",ages,BUSINESS_DATA
COLUMN,ages_valoracion_costo_parametros.unidad,Column ages_valoracion_costo_parametros.unidad declared as varchar(100) CHARACTER SET utf8mb4,"En `ages_valoracion_costo_parametros`, campo opcional o nullable del dominio ages. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: costo, gasto o valor economico asociado a la operacion, parametros configurables usados por reglas de negocio, parametro configurable usado por reglas de negocio. Tipo fisico: varchar(100) CHARACTER SET utf8mb4.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_valoracion_costo_parametros.unidad`.","[""DB-COLUMN-6596D7506E5BB2""]",ages,BUSINESS_DATA
COLUMN,ages_valoracion_costo_parametros.costo_pagar_entidad,"Column ages_valoracion_costo_parametros.costo_pagar_entidad declared as decimal(10, 2)","En `ages_valoracion_costo_parametros`, campo obligatorio del dominio ages. Valor monetario o numerico usado en calculos, costos, conciliaciones, liquidaciones o reportes. Se interpreta dentro de: costo, gasto o valor economico asociado a la operacion, parametros configurables usados por reglas de negocio, parametro configurable usado por reglas de negocio. Tipo fisico: decimal(10, 2).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_valoracion_costo_parametros.costo_pagar_entidad`.","[""DB-COLUMN-E8222715CB97A3""]",ages,FINANCIAL_OR_COMMERCIAL
COLUMN,ages_valoracion_costo_parametros.costo_facturar_ag,"Column ages_valoracion_costo_parametros.costo_facturar_ag declared as decimal(10, 2)","En `ages_valoracion_costo_parametros`, campo obligatorio del dominio ages. Valor monetario o numerico usado en calculos, costos, conciliaciones, liquidaciones o reportes. Se interpreta dentro de: costo, gasto o valor economico asociado a la operacion, parametros configurables usados por reglas de negocio, parametro configurable usado por reglas de negocio. Tipo fisico: decimal(10, 2).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_valoracion_costo_parametros.costo_facturar_ag`.","[""DB-COLUMN-21DE3821951C69""]",ages,FINANCIAL_OR_COMMERCIAL
COLUMN,ages_valoracion_costo_parametros.divisa_id,Column ages_valoracion_costo_parametros.divisa_id declared as int,"En `ages_valoracion_costo_parametros`, campo opcional o nullable del dominio ages. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: costo, gasto o valor economico asociado a la operacion, parametros configurables usados por reglas de negocio, parametro configurable usado por reglas de negocio. Tipo fisico: int.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_valoracion_costo_parametros.divisa_id`.","[""DB-COLUMN-365634685639B0""]",ages,BUSINESS_DATA
COLUMN,ages_valoracion_costo_parametros.formula_costo_entidad,Column ages_valoracion_costo_parametros.formula_costo_entidad declared as varchar(191) CHARACTER SET utf8mb4,"En `ages_valoracion_costo_parametros`, campo opcional o nullable del dominio ages. Valor monetario o numerico usado en calculos, costos, conciliaciones, liquidaciones o reportes. Se interpreta dentro de: costo, gasto o valor economico asociado a la operacion, parametros configurables usados por reglas de negocio, parametro configurable usado por reglas de negocio. Tipo fisico: varchar(191) CHARACTER SET utf8mb4.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_valoracion_costo_parametros.formula_costo_entidad`.","[""DB-COLUMN-23E1A278CEC3D6""]",ages,FINANCIAL_OR_COMMERCIAL
COLUMN,ages_valoracion_costo_parametros.requiere_calculo_costo_entidad,Column ages_valoracion_costo_parametros.requiere_calculo_costo_entidad declared as tinyint(1),"En `ages_valoracion_costo_parametros`, campo opcional o nullable del dominio ages. Valor monetario o numerico usado en calculos, costos, conciliaciones, liquidaciones o reportes. Se interpreta dentro de: costo, gasto o valor economico asociado a la operacion, parametros configurables usados por reglas de negocio, parametro configurable usado por reglas de negocio. Tipo fisico: tinyint(1).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_valoracion_costo_parametros.requiere_calculo_costo_entidad`.","[""DB-COLUMN-8369E84A06E233""]",ages,FINANCIAL_OR_COMMERCIAL
COLUMN,ages_valoracion_costo_parametros.formula_costo_facturar,Column ages_valoracion_costo_parametros.formula_costo_facturar declared as varchar(191) CHARACTER SET utf8mb4,"En `ages_valoracion_costo_parametros`, campo opcional o nullable del dominio ages. Valor monetario o numerico usado en calculos, costos, conciliaciones, liquidaciones o reportes. Se interpreta dentro de: costo, gasto o valor economico asociado a la operacion, parametros configurables usados por reglas de negocio, parametro configurable usado por reglas de negocio. Tipo fisico: varchar(191) CHARACTER SET utf8mb4.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_valoracion_costo_parametros.formula_costo_facturar`.","[""DB-COLUMN-253103715461C8""]",ages,FINANCIAL_OR_COMMERCIAL
COLUMN,ages_valoracion_costo_parametros.requiere_calculo_costo_facturar,Column ages_valoracion_costo_parametros.requiere_calculo_costo_facturar declared as tinyint(1),"En `ages_valoracion_costo_parametros`, campo opcional o nullable del dominio ages. Valor monetario o numerico usado en calculos, costos, conciliaciones, liquidaciones o reportes. Se interpreta dentro de: costo, gasto o valor economico asociado a la operacion, parametros configurables usados por reglas de negocio, parametro configurable usado por reglas de negocio. Tipo fisico: tinyint(1).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_valoracion_costo_parametros.requiere_calculo_costo_facturar`.","[""DB-COLUMN-3D6B564FA07ADF""]",ages,FINANCIAL_OR_COMMERCIAL
COLUMN,ages_valoracion_costo_parametros.created_by,Column ages_valoracion_costo_parametros.created_by declared as bigint UNSIGNED,"En `ages_valoracion_costo_parametros`, campo opcional o nullable del dominio ages. Usuario que creo el registro; campo de auditoria y responsabilidad. Se interpreta dentro de: costo, gasto o valor economico asociado a la operacion, parametros configurables usados por reglas de negocio, parametro configurable usado por reglas de negocio. Tipo fisico: bigint UNSIGNED.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_valoracion_costo_parametros.created_by`.","[""DB-COLUMN-F65411682C95C6""]",ages,BUSINESS_DATA
COLUMN,ages_valoracion_costo_parametros.updated_by,Column ages_valoracion_costo_parametros.updated_by declared as bigint UNSIGNED,"En `ages_valoracion_costo_parametros`, campo opcional o nullable del dominio ages. Usuario que modifico el registro; campo de auditoria y trazabilidad. Se interpreta dentro de: costo, gasto o valor economico asociado a la operacion, parametros configurables usados por reglas de negocio, parametro configurable usado por reglas de negocio. Tipo fisico: bigint UNSIGNED.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_valoracion_costo_parametros.updated_by`.","[""DB-COLUMN-E0F4D48D8D8416""]",ages,BUSINESS_DATA
COLUMN,ages_valoracion_costo_parametros.created_at,Column ages_valoracion_costo_parametros.created_at declared as timestamp,"En `ages_valoracion_costo_parametros`, campo opcional o nullable del dominio ages. Fecha/hora de creacion del registro, util para auditoria y reconstruccion de ciclo de vida. Se interpreta dentro de: costo, gasto o valor economico asociado a la operacion, parametros configurables usados por reglas de negocio, parametro configurable usado por reglas de negocio. Tipo fisico: timestamp.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_valoracion_costo_parametros.created_at`.","[""DB-COLUMN-D6C7BB1D4A6832""]",ages,BUSINESS_DATA
COLUMN,ages_valoracion_costo_parametros.updated_at,Column ages_valoracion_costo_parametros.updated_at declared as timestamp,"En `ages_valoracion_costo_parametros`, campo opcional o nullable del dominio ages. Fecha/hora de ultima modificacion, util para auditoria y control de cambios. Se interpreta dentro de: costo, gasto o valor economico asociado a la operacion, parametros configurables usados por reglas de negocio, parametro configurable usado por reglas de negocio. Tipo fisico: timestamp.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_valoracion_costo_parametros.updated_at`.","[""DB-COLUMN-F3267CDB80AF95""]",ages,BUSINESS_DATA
