table	source	line	evidence_id	technical_description	business_description	description_source	validation_status	owner_domain	lifecycle	pii	active_status	read_references	write_references	usage_status
dav_documentosobservacion	.data_base/asgard.sql	5470	DB-TABLE-B2B6A739DAF419	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa observacion, comentario o motivo de revision, documentos o soportes asociados al expediente, documento o soporte asociado al expediente. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	LIKELY_PERSONAL_OR_SENSITIVE	UNKNOWN	0	0	NO_USAGE_FOUND
dav_documentosprevios	.data_base/asgard.sql	5484	DB-TABLE-49B3DA73D7C8EB	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa documentos o soportes asociados al expediente, documento o soporte asociado al expediente. Tiene escrituras observadas sin lecturas directas en la evidencia disponible; revisar si es staging, log o tabla consumida indirectamente.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	1	USED
dav_documentossuma	.data_base/asgard.sql	5516	DB-TABLE-D6358AFB39E72D	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa documentos o soportes asociados al expediente, documento o soporte asociado al expediente. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_documentossumacampos	.data_base/asgard.sql	5527	DB-TABLE-433EAAAB668D89	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa documentos o soportes asociados al expediente, documento o soporte asociado al expediente. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_documentossumadam	.data_base/asgard.sql	5543	DB-TABLE-7C6730854F10F7	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa documentos o soportes asociados al expediente, documento o soporte asociado al expediente. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_documentossumadim	.data_base/asgard.sql	5561	DB-TABLE-21279574AF95F1	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa documentos o soportes asociados al expediente, documento o soporte asociado al expediente. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_documentossumaopciones	.data_base/asgard.sql	5584	DB-TABLE-055164E1B3CBD8	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa documentos o soportes asociados al expediente, documento o soporte asociado al expediente. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	LIKELY_PERSONAL_OR_SENSITIVE	UNKNOWN	0	0	NO_USAGE_FOUND
dav_dosificacion	.data_base/asgard.sql	5596	DB-TABLE-16E31CBEB91D62	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lecturas observadas y parece actuar como consulta, catalogo o fuente de reporte.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	LIKELY_PERSONAL_OR_SENSITIVE	UNKNOWN	1	0	USED
dav_dui	.data_base/asgard.sql	5616	DB-TABLE-97C54AD7655D18	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lecturas observadas y parece actuar como consulta, catalogo o fuente de reporte.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	0	USED
dav_edp	.data_base/asgard.sql	5626	DB-TABLE-04721538B4CAFC	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	3	1	USED
dav_email_notificaciones	.data_base/asgard.sql	5645	DB-TABLE-9AEDF4F0527EFB	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa correo electronico o evento de envio por email. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	LIKELY_PERSONAL_OR_SENSITIVE	UNKNOWN	0	0	NO_USAGE_FOUND
dav_embarques_atlantes	.data_base/asgard.sql	5663	DB-TABLE-E44A464251CD12	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa embarques o movimientos logisticos/aduaneros, embarque o movimiento logistico/aduanero. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_emisor	.data_base/asgard.sql	5678	DB-TABLE-EB1FF6C00F4396	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_empresa	.data_base/asgard.sql	5688	DB-TABLE-6A0DF1FB4BD388	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lecturas observadas y parece actuar como consulta, catalogo o fuente de reporte.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	2	0	USED
dav_empresaarea	.data_base/asgard.sql	5706	DB-TABLE-5782D5D75D49E4	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lecturas observadas y parece actuar como consulta, catalogo o fuente de reporte.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	0	USED
dav_empresacertificadoorigen	.data_base/asgard.sql	5717	DB-TABLE-FB7056AEA24C61	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_empresacontacto	.data_base/asgard.sql	5727	DB-TABLE-6EEAD50E550396	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa persona de contacto y sus datos de comunicacion. Tiene lecturas observadas y parece actuar como consulta, catalogo o fuente de reporte.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	LIKELY_PERSONAL_OR_SENSITIVE	UNKNOWN	1	0	USED
dav_empresaemisor	.data_base/asgard.sql	5739	DB-TABLE-4102820499F9DB	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_empresaguiaaerea	.data_base/asgard.sql	5750	DB-TABLE-0874F6910CFEA0	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_empresaovp	.data_base/asgard.sql	5760	DB-TABLE-75F65B9C66DCF8	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_empresaseguro	.data_base/asgard.sql	5779	DB-TABLE-D8124B0C568821	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_empresatransporte	.data_base/asgard.sql	5789	DB-TABLE-87DA0AFEF2BD6C	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_entidademisora	.data_base/asgard.sql	5799	DB-TABLE-BD4809CF5809AD	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lecturas observadas y parece actuar como consulta, catalogo o fuente de reporte.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	3	0	USED
dav_entidademisoratramite	.data_base/asgard.sql	5811	DB-TABLE-2FDBE09CA87C98	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lecturas observadas y parece actuar como consulta, catalogo o fuente de reporte.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	3	0	USED
dav_entidademisoratramitetipo	.data_base/asgard.sql	5822	DB-TABLE-958E8F2004D56D	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa tipo/clasificador que parametriza la regla o pantalla. Tiene lecturas observadas y parece actuar como consulta, catalogo o fuente de reporte.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	3	0	USED
dav_envio_legalizadas_imcruz	.data_base/asgard.sql	5833	DB-TABLE-5F8736052FC0DB	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_envio_planillas_imcruz	.data_base/asgard.sql	5854	DB-TABLE-F8FA8E39D5EC7F	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa planilla o documento operativo/financiero generado. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_errordocumentos	.data_base/asgard.sql	5880	DB-TABLE-3B0C34A471CC38	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa documentos o soportes asociados al expediente, documento o soporte asociado al expediente. Tiene lecturas observadas y parece actuar como consulta, catalogo o fuente de reporte.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	0	USED
dav_erroresexcel	.data_base/asgard.sql	5894	DB-TABLE-203472575CB71A	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene escrituras observadas sin lecturas directas en la evidencia disponible; revisar si es staging, log o tabla consumida indirectamente.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	2	USED
dav_estadoaps	.data_base/asgard.sql	5909	DB-TABLE-8CDB9C9F4A5223	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa estado de ciclo de vida o clasificacion operacional. Tiene lecturas observadas y parece actuar como consulta, catalogo o fuente de reporte.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	0	USED
dav_estadocomprobante	.data_base/asgard.sql	5920	DB-TABLE-77054BDF706417	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa estado de ciclo de vida o clasificacion operacional. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
